alias,display_phone,distance,id,image_url,is_closed,name,phone,price,rating,review_count,transactions,url,address1,address2,address3,city,country,display_address,state,zip_code,latitude,longitude,categories_num,category_1_alias,category_1_title,category_2_alias,category_2_title,category_3_alias,category_3_title
mortons-the-steakhouse-denver-2,(303) 825-3353,163.4051540908262,AufxrKk-COzfAMr9KMVWRA,https://s3-media3.fl.yelpcdn.com/bphoto/c86oV0nZkTOm2Pt9tKFYog/o.jpg,False,Morton's The Steakhouse,+13038253353,$$$$,3.5,184,[],https://www.yelp.com/biz/mortons-the-steakhouse-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1745 Wazee St,,,Denver,US,"['1745 Wazee St', 'Denver, CO 80202']",CO,80202,39.7530570684622,-104.998126650297,3,steak,Steakhouses,tradamerican,American (Traditional),bars,Bars
colt-and-gray-denver,(303) 477-1447,890.2723774132573,goqzy2kXdKnnF_alP8312w,https://s3-media4.fl.yelpcdn.com/bphoto/l6w-0uNTt1w83znsQT37yQ/o.jpg,False,Colt & Gray,+13034771447,$$$,4.0,435,['delivery'],https://www.yelp.com/biz/colt-and-gray-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1553 Platte St,Ste 120,,Denver,US,"['1553 Platte St', 'Ste 120', 'Denver, CO 80202']",CO,80202,39.7574194708408,-105.00834148555,3,newamerican,American (New),desserts,Desserts,cocktailbars,Cocktail Bars
brooklyns-finest-pizza-denver-3,(303) 573-3779,890.054229087565,B_1cqks5CI5N_viXXLuLWg,https://s3-media3.fl.yelpcdn.com/bphoto/KZf9Qbcnh5hWCak5qEybog/o.jpg,False,Brooklyn's Finest Pizza,+13035733779,,4.0,6,['pickup'],https://www.yelp.com/biz/brooklyns-finest-pizza-denver-3?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,825 16th St Mall,,,Denver,US,"['825 16th St Mall', 'Denver, CO 80202']",CO,80202,39.746419,-104.993448,3,pizza,Pizza,italian,Italian,sandwiches,Sandwiches
russells-smokehouse-denver,(720) 524-8050,570.9998718816036,zC0Zr80n195906ny-3U5qQ,https://s3-media2.fl.yelpcdn.com/bphoto/LpqaUmRF0WunvbbmaZh4Ag/o.jpg,False,Russell's Smokehouse,+17205248050,$$,3.5,290,"['pickup', 'delivery']",https://www.yelp.com/biz/russells-smokehouse-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1422 Larimer St,,,Denver,US,"['1422 Larimer St', 'Denver, CO 80202']",CO,80202,39.7477084,-104.9991261,3,tradamerican,American (Traditional),smokehouse,Smokehouse,bars,Bars
welton-street-café-denver-2,(303) 296-6602,1985.8748254319833,aKigxyeD4b-EkMuJSja-hg,https://s3-media4.fl.yelpcdn.com/bphoto/DXjzEVQG9u6_jZDqElEnFw/o.jpg,False,Welton Street Café,+13032966602,$$,4.0,317,['delivery'],https://www.yelp.com/biz/welton-street-caf%C3%A9-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,2736 Welton St,Ste 107,,Denver,US,"['2736 Welton St', 'Ste 107', 'Denver, CO 80205']",CO,80205,39.75507,-104.97711,3,soulfood,Soul Food,caribbean,Caribbean,southern,Southern
quiero-arepas-denver,(720) 432-4205,1190.7441875639631,XIrEwGKMLejG8ykxuV4l4Q,https://s3-media1.fl.yelpcdn.com/bphoto/mGj0h4zhc_O_6EBGFYVhEQ/o.jpg,False,Quiero Arepas,+17204324205,$$,4.5,227,[],https://www.yelp.com/biz/quiero-arepas-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,3200 Pecos St,,,Denver,US,"['3200 Pecos St', 'Denver, CO 80211']",CO,80211,39.7622413635254,-105.00611114502,3,gluten_free,Gluten-Free,foodtrucks,Food Trucks,venezuelan,Venezuelan
zocalito-latin-bistro-denver-2,(720) 923-5965,854.713054821726,rxgUSWeYPcqjdR3w-U85HA,https://s3-media2.fl.yelpcdn.com/bphoto/aZebwxuCw5PQJgIkZXdkhQ/o.jpg,False,Zocalito Latin Bistro,+17209235965,$$,4.0,105,[],https://www.yelp.com/biz/zocalito-latin-bistro-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,999 18th St,Ste 107,,Denver,US,"['999 18th St', 'Ste 107', 'Denver, CO 80202']",CO,80202,39.748662,-104.991428,3,latin,Latin American,salad,Salad,seafood,Seafood
marquez-food-denver-2,,215.57583583340164,OfXj0dgT4fSXP9QRVBiW7g,https://s3-media2.fl.yelpcdn.com/bphoto/_pksxglJ_1_7_k1FfZBqWA/o.jpg,False,Marquez Food,,$,5.0,33,[],https://www.yelp.com/biz/marquez-food-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,17th and Blake,,,Denver,US,"['17th and Blake', 'Denver, CO 80202']",CO,80202,39.75146,-104.99796,1,mexican,Mexican,,,,
duo-restaurant-denver-2,(303) 477-4141,1744.7421086846816,UWpzQYsxRWmBMt4QbC5zoQ,https://s3-media1.fl.yelpcdn.com/bphoto/1JjWVdrsMwIsR1D9x4HPaw/o.jpg,False,Duo Restaurant,+13034774141,$$,4.0,666,[],https://www.yelp.com/biz/duo-restaurant-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,2413 W 32nd Ave,,,Denver,US,"['2413 W 32nd Ave', 'Denver, CO 80211']",CO,80211,39.76211,-105.0162299,3,newamerican,American (New),breakfast_brunch,Breakfast & Brunch,bars,Bars
anise-modern-vietnamese-eatery-denver-3,(303) 830-3934,2746.273864530963,N3HEM2GYWu8UKcXEe2lAHw,https://s3-media1.fl.yelpcdn.com/bphoto/g_qMEN5cOHjdeNGBNbkU6A/o.jpg,False,"Anise, Modern Vietnamese Eatery",+13038303934,$$,4.5,86,[],https://www.yelp.com/biz/anise-modern-vietnamese-eatery-denver-3?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,865 N Lincoln St,,,Denver,US,"['865 N Lincoln St', 'Denver, CO 80203']",CO,80203,39.73031,-104.9863,3,vietnamese,Vietnamese,vegetarian,Vegetarian,noodles,Noodles
gs-local-taco-bar-denver,(720) 216-0259,914.9643253301607,ZbU_tRo9DxzuRzrzTO8vLQ,https://s3-media2.fl.yelpcdn.com/bphoto/UYvQi9VFcAqwppoQpPoVog/o.jpg,False,G's Local Taco Bar,+17202160259,,4.0,27,['delivery'],https://www.yelp.com/biz/gs-local-taco-bar-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,2200 Market St,Ste 114,,Denver,US,"['2200 Market St', 'Ste 114', 'Denver, CO 80205']",CO,80205,39.75576,-104.99021,3,tacos,Tacos,chicken_wings,Chicken Wings,breakfast_brunch,Breakfast & Brunch
maggianos-little-italy-denver-2,(303) 260-7707,1339.8539967438342,zMoAJk3NxEf8flfaMIMZ4A,https://s3-media1.fl.yelpcdn.com/bphoto/vEew42vQrBi9J2ltUpp15A/o.jpg,False,Maggiano's Little Italy,+13032607707,$$,4.0,620,"['pickup', 'delivery']",https://www.yelp.com/biz/maggianos-little-italy-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,500 16th St,Ste 150,,Denver,US,"['500 16th St', 'Ste 150', 'Denver, CO 80202']",CO,80202,39.7431283703769,-104.990379308065,2,italian,Italian,bars,Bars,,
ipie-denver,(720) 974-3206,957.2673949645165,0QdtEjtKfxTZuP8Z40qjoA,https://s3-media3.fl.yelpcdn.com/bphoto/Z06fAti1QsanC0qc8PpMNA/o.jpg,False,iPIE,+17209743206,$,4.5,24,['pickup'],https://www.yelp.com/biz/ipie-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,900 Auraria Pkwy,Unit 229,,Denver,US,"['900 Auraria Pkwy', 'Unit 229', 'Denver, CO 80204']",CO,80204,39.7453871,-105.0059582,1,pizza,Pizza,,,,
ramen-star-denver,(303) 455-3787,2414.8817906383383,ynDNDHHQlAjpBs5GIB8HeQ,https://s3-media1.fl.yelpcdn.com/bphoto/Yxz5GwkApJQhG31cFDcD7g/o.jpg,False,Ramen Star,+13034553787,$$,4.0,72,[],https://www.yelp.com/biz/ramen-star-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,4044 Tejon St,,,Denver,US,"['4044 Tejon St', 'Denver, CO 80211']",CO,80211,39.77262,-105.011101,1,ramen,Ramen,,,,
chuey-fu-s-baja-cantina-denver,(720) 216-0029,442.24360016883077,0I79PPbpJUmYB-5cSatDYQ,https://s3-media2.fl.yelpcdn.com/bphoto/5DNe7i8ewOKnY9vAkH3I8w/o.jpg,False,Chuey Fu’s Baja Cantina,+17202160029,,2.5,17,"['pickup', 'delivery']",https://www.yelp.com/biz/chuey-fu-s-baja-cantina-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,2100 16th St Mall,Ste 145,,Denver,US,"['2100 16th St Mall', 'Ste 145', 'Denver, CO 80202']",CO,80202,39.75447,-105.00468,2,latin,Latin American,asianfusion,Asian Fusion,,
carbon-cafe-and-bar-five-points-denver,,1326.947601197746,eNkR4b43pza01xnQX541lA,https://s3-media2.fl.yelpcdn.com/bphoto/mVVixUewqLPyt-28neXW-g/o.jpg,False,Carbon Cafe and Bar - Five Points,,$$,4.5,41,[],https://www.yelp.com/biz/carbon-cafe-and-bar-five-points-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,2200 California St,,,Denver,US,"['2200 California St', 'Denver, CO 80205']",CO,80205,39.7508597740297,-104.984622785821,3,donuts,Donuts,gastropubs,Gastropubs,newamerican,American (New)
blake-street-tavern-denver,(303) 675-0505,977.9664637215205,eJLSmHDOkqKBjh6yo4l0CA,https://s3-media2.fl.yelpcdn.com/bphoto/IzLwmXG0E0gSNikYf0-1Ow/o.jpg,False,Blake Street Tavern,+13036750505,$$,3.5,415,"['delivery', 'pickup']",https://www.yelp.com/biz/blake-street-tavern-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,2301 Blake St,,,Denver,US,"['2301 Blake St', 'Denver, CO 80205']",CO,80205,39.757506,-104.99042,3,tradamerican,American (Traditional),sportsbars,Sports Bars,venues,Venues & Event Spaces
dio-mio-denver-2,(303) 562-1965,2394.269949531969,MvS8MEgkEvhA9mv-y5Wtow,https://s3-media1.fl.yelpcdn.com/bphoto/-b4JgGe29w_QU1uJ8M1Sig/o.jpg,False,Dio Mio,+13035621965,$$,4.0,203,['delivery'],https://www.yelp.com/biz/dio-mio-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,3264 Larimer St,,,Denver,US,"['3264 Larimer St', 'Denver, CO 80205']",CO,80205,39.76479,-104.97678,3,italian,Italian,bars,Bars,tapasmallplates,Tapas/Small Plates
port-side-denver-2,(720) 549-0622,1306.9959314755683,gtfMNb6ucOOaToZQSvym_g,https://s3-media3.fl.yelpcdn.com/bphoto/Ff16NmmgI7ymxpzGp8gw0g/o.jpg,False,Port Side,+17205490622,$,4.5,81,['delivery'],https://www.yelp.com/biz/port-side-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,2500 Larimer St,Ste 103,,Denver,US,"['2500 Larimer St', 'Ste 103', 'Denver, CO 80205']",CO,80205,39.7576141357422,-104.986045837402,2,breakfast_brunch,Breakfast & Brunch,coffee,Coffee & Tea,,
pho-natic-denver-2,(303) 832-3154,1926.6422554455005,pIDZlbXDAnhZwG7tVsNdCQ,https://s3-media1.fl.yelpcdn.com/bphoto/wq4d16zxGitr4vRd5Gf-Mw/o.jpg,False,Pho-natic,+13038323154,$,4.0,496,['delivery'],https://www.yelp.com/biz/pho-natic-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,229 E Colfax Ave,,,Denver,US,"['229 E Colfax Ave', 'Denver, CO 80203']",CO,80203,39.74026,-104.98407,1,vietnamese,Vietnamese,,,,
edge-restaurant-and-bar-denver,(303) 389-3050,707.417640912205,8hCYiVB4MOawLiGgXu3rNQ,https://s3-media2.fl.yelpcdn.com/bphoto/5LXCutZviAkHuNsyn3jddA/o.jpg,False,EDGE Restaurant and Bar,+13033893050,$$$,4.0,360,[],https://www.yelp.com/biz/edge-restaurant-and-bar-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1111 14th St,,Four Seasons Hotel Denver,Denver,US,"['1111 14th St', 'Four Seasons Hotel Denver', 'Denver, CO 80202']",CO,80202,39.7464746150035,-104.998030982803,3,steak,Steakhouses,bars,Bars,breakfast_brunch,Breakfast & Brunch
comal-heritage-food-incubator-denver,(303) 292-0070,2665.611165714671,OZTX8Qzp9A-b3HPRDEjAMg,https://s3-media4.fl.yelpcdn.com/bphoto/NEFgEh8tNqhR5Jrj0IsZrQ/o.jpg,False,Comal Heritage Food Incubator,+13032920070,$$,4.5,34,[],https://www.yelp.com/biz/comal-heritage-food-incubator-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,3455 Ringsby Ct,Ste 105,,Denver,US,"['3455 Ringsby Ct', 'Ste 105', 'Denver, CO 80216']",CO,80216,39.7721252441406,-104.981941223145,3,mexican,Mexican,salvadoran,Salvadoran,mideastern,Middle Eastern
will-call-denver-2,(720) 484-6428,1903.104860485455,44-MS6ubR3U04wRQn9KZ3A,https://s3-media2.fl.yelpcdn.com/bphoto/0_5zAYAM94ZG-jvYR7cHYA/o.jpg,False,Will Call,+17204846428,$$,4.0,120,[],https://www.yelp.com/biz/will-call-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,3043 Brighton Blvd,,,Denver,US,"['3043 Brighton Blvd', 'Denver, CO 80216']",CO,80216,39.765648999581,-104.985469251065,2,bars,Bars,tradamerican,American (Traditional),,
recess-beer-garden-denver-3,(720) 638-0020,1335.0426623664252,GYbWF7yKEao_53K5lL8FVw,https://s3-media1.fl.yelpcdn.com/bphoto/XcDTFPSDnJytewnI5rb8SQ/o.jpg,False,Recess Beer Garden,+17206380020,$$,4.0,258,[],https://www.yelp.com/biz/recess-beer-garden-denver-3?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,2715 17th St,Ste 103,,Denver,US,"['2715 17th St', 'Ste 103', 'Denver, CO 80211']",CO,80211,39.7615089416504,-105.010452270508,3,bars,Bars,beergardens,Beer Gardens,burgers,Burgers
jamaican-grill-denver,(303) 623-0013,2628.608772752393,B2i4QJY03Iqo7gxdCnJbiw,https://s3-media1.fl.yelpcdn.com/bphoto/YGPLNUh6vZPXwqkFJqPtww/o.jpg,False,Jamaican Grill,+13036230013,$$,4.0,181,[],https://www.yelp.com/biz/jamaican-grill-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,709 W 8th Ave,,,Denver,US,"['709 W 8th Ave', 'Denver, CO 80204']",CO,80204,39.729156,-104.996678,1,caribbean,Caribbean,,,,
solutions-lounge-and-restaurant-denver,(303) 653-9183,1355.8902827421207,37HuZBuIUGmxa10b0RRK5g,https://s3-media3.fl.yelpcdn.com/bphoto/eFqu4w450bw3eIreqROVSw/o.jpg,False,Solutions Lounge and Restaurant,+13036539183,$$,4.5,20,['delivery'],https://www.yelp.com/biz/solutions-lounge-and-restaurant-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,2220 California St,,,Denver,US,"['2220 California St', 'Denver, CO 80205']",CO,80205,39.75092,-104.98426,2,newamerican,American (New),escapegames,Escape Games,,
lo-stella-ristorante-denver-2,(303) 825-1995,2169.070831772865,KirNvv8CPBgcX_Bd0X56gQ,https://s3-media3.fl.yelpcdn.com/bphoto/z5yFLU9kArgO3SN1wFvhyw/o.jpg,False,Lo Stella Ristorante,+13038251995,$$,4.0,190,"['pickup', 'delivery']",https://www.yelp.com/biz/lo-stella-ristorante-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1135 Bannock St,,,Denver,US,"['1135 Bannock St', 'Denver, CO 80204']",CO,80204,39.73457,-104.99041,2,italian,Italian,bars,Bars,,
taj-palace-food-truck-denver,(720) 212-6837,278.4298678914427,ArWwyKsEpmaODraYWUj2ew,https://s3-media3.fl.yelpcdn.com/bphoto/2MMyUnJ8Mp4a391B2n4C3A/o.jpg,False,Taj Palace Food Truck,+17202126837,$,4.5,40,[],https://www.yelp.com/biz/taj-palace-food-truck-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1551 Wewatta,,,Denver,US,"['1551 Wewatta', 'Denver, CO 80202']",CO,80202,39.7523659,-105.0032014,2,foodtrucks,Food Trucks,indpak,Indian,,
kobe-an-lohi-denver-5,(303) 284-6342,1386.9142890208593,XXjfVsuLTSu-xfJTj4VVMg,https://s3-media2.fl.yelpcdn.com/bphoto/hdQLd5bh9Ks0hVAMpJNV2Q/o.jpg,False,Kobe An LoHi,+13032846342,$$,4.0,185,['delivery'],https://www.yelp.com/biz/kobe-an-lohi-denver-5?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,3400 Osage St,,,Denver,US,"['3400 Osage St', 'Denver, CO 80211']",CO,80211,39.764444,-105.0052843,3,sushi,Sushi Bars,hotpot,Hot Pot,izakaya,Izakaya
calle-16-peruvian-joint-denver,,648.7685546912064,l1HIfEo9RkjGb9NeHbswVg,https://s3-media4.fl.yelpcdn.com/bphoto/q2Ec8C1FkmQGNDeYUZPlZg/o.jpg,False,Calle 16 Peruvian Joint,,,4.5,4,"['pickup', 'delivery']",https://www.yelp.com/biz/calle-16-peruvian-joint-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,16TH Street Mall And Arapahoe St,,,Denver,US,"['16TH Street Mall And Arapahoe St', 'Denver, CO 80202']",CO,80202,39.7478617531752,-104.995649568737,2,chickenshop,Chicken Shop,peruvian,Peruvian,,
the-preservery-denver,(303) 298-6821,2043.0195426644916,139JfE2uaJD-Z0EWW2cHxg,https://s3-media3.fl.yelpcdn.com/bphoto/BSX8HDlFfJFXR3ptKu9FUw/o.jpg,False,The Preservery,+13032986821,$$,4.0,208,['delivery'],https://www.yelp.com/biz/the-preservery-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,3040 Blake St,Ste 101,,Denver,US,"['3040 Blake St', 'Ste 101', 'Denver, CO 80205']",CO,80205,39.76393,-104.98134,3,bars,Bars,newamerican,American (New),breakfast_brunch,Breakfast & Brunch
tlc-food-denver-2,(720) 238-9040,439.558036438336,iJ6FqDjSW96Uz42bSk9t8g,https://s3-media2.fl.yelpcdn.com/bphoto/IfZzj4wPAE9sZ6DKLqZtFg/o.jpg,False,TLC Food,+17202389040,$,5.0,15,[],https://www.yelp.com/biz/tlc-food-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,16TH St Mall At Larimer St,,,Denver,US,"['16TH St Mall At Larimer St', 'Denver, CO 80202']",CO,80202,39.7492,-104.9974,3,foodstands,Food Stands,sandwiches,Sandwiches,hotdog,Hot Dogs
cherry-cricket-ballpark-denver,(303) 297-3644,847.8702554235698,VxSKu6BxKiT1jRr6arsLLg,https://s3-media1.fl.yelpcdn.com/bphoto/jUKk-IJgfv-1up2CeUVYkw/o.jpg,False,Cherry Cricket Ballpark,+13032973644,$$,3.5,133,['delivery'],https://www.yelp.com/biz/cherry-cricket-ballpark-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,2220 Blake St,,,Denver,US,"['2220 Blake St', 'Denver, CO 80205']",CO,80205,39.7563,-104.9912499,3,sportsbars,Sports Bars,burgers,Burgers,newamerican,American (New)
federal-bar-and-grill-denver,(303) 728-9479,2148.895971954455,CWjuFD-yEvJGL0flE2LmjQ,https://s3-media3.fl.yelpcdn.com/bphoto/Ptp08XjcNepo6Wgz3KTMXA/o.jpg,False,Federal Bar & Grill,+13037289479,$$,4.5,193,['delivery'],https://www.yelp.com/biz/federal-bar-and-grill-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,2544 Federal Blvd,,,Denver,US,"['2544 Federal Blvd', 'Denver, CO 80211']",CO,80211,39.754495,-105.0249906,2,bars,Bars,breakfast_brunch,Breakfast & Brunch,,
mr-luckys-sandwiches-denver-2,(303) 955-0972,1550.8669234667668,h5e-b4AT_CXySfPwn48GNA,https://s3-media4.fl.yelpcdn.com/bphoto/xje_TIxrEBkrMbS-WZkwrw/o.jpg,False,Mr. Lucky's Sandwiches,+13039550972,,4.0,10,"['pickup', 'delivery']",https://www.yelp.com/biz/mr-luckys-sandwiches-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,3326 Tejon St,,,Denver,US,"['3326 Tejon St', 'Denver, CO 80211']",CO,80211,39.76375,-105.01102,1,sandwiches,Sandwiches,,,,
maci-cafe-denver-2,(720) 855-7585,1181.002728990702,_N__3mox0eqKRpN1Ub03-A,https://s3-media2.fl.yelpcdn.com/bphoto/bK61qczykvRvqae-VODuSA/o.jpg,False,Maci Cafe,+17208557585,$,4.5,157,"['pickup', 'delivery']",https://www.yelp.com/biz/maci-cafe-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1575 Boulder St,Ste B,,Denver,US,"['1575 Boulder St', 'Ste B', 'Denver, CO 80211']",CO,80211,39.7590096821538,-105.011041699132,1,cafes,Cafes,,,,
las-margs-denver,(720) 361-2137,2700.4260916821722,2-J4F7aKX5O1CzODEMPxAg,https://s3-media1.fl.yelpcdn.com/bphoto/bYyAlVYfWz7ZAcIigCYBGw/o.jpg,False,Las Margs,+17203612137,$,4.5,504,['pickup'],https://www.yelp.com/biz/las-margs-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1521 Marion St,,,Denver,US,"['1521 Marion St', 'Denver, CO 80218']",CO,80218,39.74051,-104.97249,2,bars,Bars,mexican,Mexican,,
the-woods-denver,(720) 409-1600,2438.9374829581943,hVYSF2kxRME_oH5Z9bBl1A,https://s3-media2.fl.yelpcdn.com/bphoto/O18sJiXimu95faRKG4s2bg/o.jpg,False,The Woods,+17204091600,$$,3.5,73,[],https://www.yelp.com/biz/the-woods-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,3330 Brighton Blvd,Fl 8,,Denver,US,"['3330 Brighton Blvd', 'Fl 8', 'Denver, CO 80216']",CO,80216,39.768451,-104.980164,1,gastropubs,Gastropubs,,,,
coohills-restaurant-denver,(303) 623-5700,362.40459609672786,a7ssTc5Sidq3d4yfmMH7Ug,https://s3-media3.fl.yelpcdn.com/bphoto/i_dM8fj-_akLTsCR-93K8Q/o.jpg,False,Coohills Restaurant,+13036235700,$$$,3.5,256,['delivery'],https://www.yelp.com/biz/coohills-restaurant-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1400 Wewatta St,,,Denver,US,"['1400 Wewatta St', 'Denver, CO 80202']",CO,80202,39.750721,-105.003334,3,french,French,venues,Venues & Event Spaces,bars,Bars
buckhorn-exchange-restaurant-denver,(303) 534-9505,2306.3944548875675,q1vlnz2s5JKrVX9Bs9QOvQ,https://s3-media3.fl.yelpcdn.com/bphoto/tkvaQUvudGt_548QrRMDCg/o.jpg,False,Buckhorn Exchange Restaurant,+13035349505,$$$,3.5,863,[],https://www.yelp.com/biz/buckhorn-exchange-restaurant-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1000 Osage St,,,Denver,US,"['1000 Osage St', 'Denver, CO 80204']",CO,80204,39.73238,-105.00494,1,steak,Steakhouses,,,,
